"Tipo de Gestion","Modalidad","Número","Año","Objeto","Descripción","Rubros|SubRubros","Moneda del pliego","Monto Original","Organismo Licitante","Organismos Comitentes","Fecha y Hora de Apertura","Lugar de Apertura","Moneda del pliego","Valor del Pliego   ","Expedientes","Enlaces Documentacion","Estado de la Gestion","Fecha de Último Estado"
"LICITACIÓN PÚBLICA","Sin Modalidad","14",2018,"CONTRATACION DE UN SERVICIO DE ACCESO A INTERNET PARA LA SEDE DE GOBIERNO EN LA CIUDAD DE ROSARIO CON DESTINO A LA SECRETARIA DE TECNOLOGIAS PARA LA GESTION EN LA CIUDAD DE ROSARIO DEPENDIENTE DEL MINISTERIO DE GOBIERNO Y REFORMA DEL ESTADO","CONTRATACION DE UN SERVICIO DE ACCESO A INTERNET ","SERVICIOS BASICOS/SERVICIO TELEFONICO","PESOS",1584000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","MINISTERIO DE GOBIERNO Y REFORMA DEL ESTADO (DIR. ADM.)","04-04-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 630","00108-0009178-0","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120746&contar=1&solodocs=1","EN TRAMITE","04-04-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","14",2018,"ADQUISICION DE MATERIAL DESCARTABLE","ADQUISICION DE MATERIAL DESCARTABLE","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/MATERIAL DESCARTABLE","PESOS",4735000,"HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","06-06-2018 09:00 hs.","OFICINA DE COMPRAS","PESOS","$  1894",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120988&contar=1&solodocs=1","EN TRAMITE","06-06-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","14",2018,"CENTRO DE PEDIDO: SUMINISTROS -TELAS","TELAS - LICITACIÓN ANUAL","TELA/TELA","PESOS",1950000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","22-06-2018 10:30 hs.","OFICINA DE COMPRAS","PESOS","SON $   800.- (OCHOCIENTOS CON 0/100)","1480/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121052&contar=1&solodocs=1","CONCLUIDA","21-08-2018 15:39 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","14",2018,"ADQUISICION DE BOLSAS DE RESIDUOS Y TOALLAS DE PAPEL PARA TRES MESES CON TRES ENTREGAS",,"ARTS. PLASTICOS-POLIETILENO-POLIPROPILENO-PVC/ELEM. POLIETILENO-POLIPROPILENO-PVC-NYLON|  PRODUCTOS, ELEMENTOS DE LIMPIEZA E HIGIENE PERSONAL/ELEMENTOS DE HIGIENE PERSONAL","PESOS",1200000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","24-07-2018 10:00 hs.",,"PESOS","$ 480,00","000-140","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121213&contar=1&solodocs=1","EN TRAMITE","24-07-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","14",2018,"ADQUISICIÓN DE EQUIPAMIENTO MEDICO.","ADQUISICIÓN DE EQUIPAMIENTO MEDICO CON DESTINO AL SAMCO DE SAN JORGE.","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, INSTRUMENTAL E INSUMOS MEDICOS","PESOS",1014000,"MINISTERIO DE SALUD (DIR.GRAL.ADM.)","HOSPITAL SAMCO DE SAN JORGE","07-08-2018 10:00 hs.","MINISTERIO DE SALUD – DPTO DE COMPRAS JUNA DE GARAY 2880 – 3000  STA FE. TEL.: (0342) 4572360/61- – INTERNOS 3121 - 3122 CORREO ELECTRÓNICO: COMPRASALUDSTAFE@SANTAFE.GOV.AR SITIO WEB: WWW.SANTAFE.GOV.AR","PESOS","$  400,00","00501-0160829-8","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121219&contar=1&solodocs=1","EN TRAMITE","07-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","14",2018,"PROVISIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UN EQUIPO DE ANGIOGRAFÍA DIGITAL MONOPLANO PARA EL SERVICIO DE HEMODINAMIA.","PROVISIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UN EQUIPO DE ANGIOGRAFÍA DIGITAL MONOPLANO PARA EL SERVICIO DE HEMODINAMIA.","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, INSTRUMENTAL E INSUMOS MEDICOS","PESOS",27580000,"HOSPITAL DR. JOSE MARÍA CULLEN","HOSPITAL DR. JOSE MARÍA CULLEN","29-08-2018 10:00 hs.","DIVISIÓN COMPRAS, HOSPITAL DR. JOSÉ MARÍA CULLEN, AV. FREYRE Nº 2150, 1º PISO - CP. 3000 - SANTA FE.","PESOS","$  11.032.-","1706/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121319&contar=1&solodocs=1","EN TRAMITE","29-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","14",2018,"ADQUISICIÓN MEDICAMENTOS, SUEROS ,SOLUCIONES, LECHES MATERNIZADAS, ALIMENTACIÓN ENTERAL Y PARENTERAL EN DOS ENTREGAS DE 0 Y 30 DÍAS",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",1500000,"HOSPITAL SAMCO DR. JAIME FERRÉ","HOSPITAL SAMCO DR. JAIME FERRÉ","04-09-2018 08:30 hs.","SECCIÓN COMPRAS Y SUMINISTROS","PESOS","$  600",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121365&contar=1&solodocs=1","EN TRAMITE","04-09-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","14",2018,"ADQUISICION DE MEDICAMENTOS Y DROGAS MADRES PARA UN PERIODO DE 3 (TRES) MESES",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",7000000,"HOSPITAL PROVINCIAL DE ROSARIO","HOSPITAL PROVINCIAL DE ROSARIO","14-09-2018 10:00 hs.","HOSPITAL PROVINCIAL DE ROSARIO - OFICINA DE COMPRAS","PESOS","$ 2.800.- SON PESOS: DOS MIL OCHOCIENTOS","1879/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121410&contar=1&solodocs=1","PARA APERTURA","31-08-2018 09:51 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"CTRO DE OEDIDO: FARMACIA- TRASTUZUMAB","TRASTUZUMAB EMTANSINE 100 Y 160 MG","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",450000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","26-01-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS CIENTO OCHENTA CON 00/100 ($ 180.-)","256/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120648&contar=1&solodocs=1","CONCLUIDA","22-08-2018 17:52 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"CONTRATACION DE UN SERVICIO DE LIMPIEZA CON DESTINO A LA DIRECCION GENERAL DEL REGISTRO CIVIL DE SAN JUSTO DEPENDIENTE DEL MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","CONTRATACION SERVICIO DE LIMPIEZA","SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/SERVICIO DE LIMPIEZA","PESOS",105600,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES|  REGISTRO NACIONAL DE LAS PERSONAS","26-02-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 40","02001-0035740-8","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120724&contar=1&solodocs=1","CONCLUIDA","11-04-2018 00:00 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"""ADQUISICION DE FORMULAS ESPECIALES I""","""ADQUISICION DE FORMULAS ESPECIALES I""","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",470000,"HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","06-03-2018 11:00 hs.","OFICINA DE LICITACIONES - HOSPITAL DE NIÑOS DR. O. ALASSIA","PESOS","$  360,00 (SON PESOS TRESCIENTOS SESENTA CON 00/00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120761&contar=1&solodocs=1","CONCLUIDA","16-04-2018 12:54 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"ADQUISICION DE MEDICAMENTOS DE ALTO COSTO","ADQUISICION DE MEDICAMENTOS DE ALTO COSTO","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",525000,"HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","27-03-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","$  210",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120819&contar=1&solodocs=1","EN TRAMITE","27-03-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"ADQUISICIÓN DE INSUMOS VARIOS PARA EL SERVICIO DE LAVADERO.","ADQUISICIÓN DE INSUMOS VARIOS PARA EL SERVICIO DE LAVADERO.","PRODUCTOS, ELEMENTOS DE LIMPIEZA E HIGIENE PERSONAL/ARTICULOS DE LIMPIEZA","PESOS",239966,"HOSPITAL DR. JOSE MARÍA CULLEN","HOSPITAL DR. JOSE MARÍA CULLEN","01-06-2018 10:00 hs.","DIVISIÓN COMPRAS HOSPITAL DR. JOSÉ MARÍA CULLEN, AV. FREYRE Nº 2150, 1º PISO - CP 3000 - SANTA FE","PESOS","$   96.-","1361/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120945&contar=1&solodocs=1","EN TRAMITE","01-06-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"ADQUISICION DE INSUMOS PARA EL SERVICIO DE HEMOTERAPIA. PARA TRES MESES Y CON TRES ENTREGAS",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPO PARA HEMOTERAPIA","PESOS",200000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","22-05-2018 10:00 hs.","HOSPITAL J B ITURRASPE - BV PELLEGRINI 3551 - 1° PISO, OFICINA DE COMPRAS Y SUMINISTROS","PESOS","$ 260",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120971&contar=1&solodocs=1","EN TRAMITE","22-05-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"ADQUIRIR ANTISEPTICOS PARA UN PERIODO DE TRES MESES, CON DESTINO AL SERVICIO DE FARMACIA",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",300000,"HOSPITAL PROVINCIAL DE ROSARIO","HOSPITAL PROVINCIAL DE ROSARIO","01-06-2018 10:00 hs.","OFICINA DE COMPRAS DEL HOSPITAL PROVINCIAL DE ROSARIO","PESOS","$  120.- (PESOS CIENTO VEINTE)","955/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120974&contar=1&solodocs=1","CONCLUIDA","16-07-2018 10:03 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"HORNO PARA PANADERÍA","COMPRA HORNO ROTATIVO PARA PANADERIA","MAQUINAS, HERRAM., ELEMENTOS Y ACCESORIOS/MAQUINAS E INSUMOS PARA CARNICERIAS","PESOS","448702,37","INSTITUTO AUTÁRQUICO PROVINCIAL DE INDUSTRIAS PENITENCIARIAS","INSTITUTO AUTÁRQUICO PROVINCIAL DE INDUSTRIAS PENITENCIARIAS","17-07-2018 09:00 hs.","OFICINA DE COMPRAS IAPIP","PESOS","180","12101-0004290-8","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121169&contar=1&solodocs=1","EN TRAMITE","17-07-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","14",2018,"ADQUISICIÓN MATERIAL DE LIBRERÍA PARA ATENCIÓN PRIMARIA - NODO SANTA FE","ADQUISICIÓN MATERIAL DE LIBRERÍA PARA ATENCIÓN PRIMARIA - NODO SANTA FE","LIBRERIA/ARTICULOS DE LIBRERIA","PESOS","244900,7","HOSPITAL PSIQUIATRICO EMILIO MIRA Y LOPEZ","HOSPITAL PSIQUIATRICO EMILIO MIRA Y LOPEZ","20-07-2018 09:00 hs.","OFICINA CONTABLE - HOSPITAL GENERAL POLIVALENTE DR. EMILIO MIRA Y LOPEZ - BLAS PARERA 8430 - SANTA FE - 1º PISO","PESOS","PLIEGO:  $ 97,96",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121194&contar=1&solodocs=1","EN TRAMITE","20-07-2018 23:20 hs."
"CONTRATACIÓN DIRECTA","Sin Modalidad","14",2018,"ADQUISICIÓN DE FORMULARIOS CONTINUOS PRE-IMPRESOS PARA ÓRDENES ASISTENCIALES DE 4,5"" X 25 CM.-","ADQUISICIÓN DE FORMULARIOS CONTINUOS PRE-IMPRESOS PARA ÓRDENES ASISTENCIALES DE 4,5"" X 25 CM.-","PAPELES/PAPELES|  SERVICIOS COMERCIALES Y FINANCIEROS/IMPRENTA, PUBLICACIONES, REPRODUCCIONES","PESOS",73000,"INSTITUTO AUTÁRQUICO PROVINCIAL DE OBRA SOCIAL","INSTITUTO AUTÁRQUICO PROVINCIAL DE OBRA SOCIAL","26-03-2018 12:00 hs.","IAPOS CASA CENTRAL - DPTO. CONTRATACIONES - SAN MARTÍN 3145 - C.P. 3000 - SANTA FE","PESOS",,"15302-0013424-3","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120822&contar=1&solodocs=1","EN TRAMITE","26-03-2018 23:20 hs."
"CONTRATACIÓN DIRECTA","Sin Modalidad","14",2018,"MATERIAL TEXTIL DESCARTABLE",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/MATERIAL DESCARTABLE","PESOS",88000,"HOSPITAL PROTOMÉDICO MANUEL RODRIGUEZ","HOSPITAL PROTOMÉDICO MANUEL RODRIGUEZ","23-07-2018 10:00 hs.",,"PESOS",,"5153","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121199&contar=1&solodocs=1","CONCLUIDA","07-09-2018 13:03 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","15",2018,"CONTRATACION DEL DISEÑO, FABRICACION Y PROVISIÓN DE ETIQUETAS AUTOADHESIVAS Y CERTIFICADOS PREIMPRESOS (REVISIÓN TECNICA VEHICULAR) CON DESTINO A LA AGENCIA PROVINCIAL DE SEGURIDAD VIAL, DEPENDIENTE DEL MINISTERIO DE SEGURIDAD","DISEÑO, FAB. Y PROV. DE ETIQUETAS AUTOADHESIVAS Y CERTIF.","EQUIPOS Y ELEMENTOS VARIOS/ELEMENTOS VARIOS","PESOS",1855000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","AGENCIA DE SEGURIDAD VIAL - DECRETO 1698/08","11-04-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 740","00201-0187273-5","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120747&contar=1&solodocs=1","CONCLUIDA","13-08-2018 00:00 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","15",2018,"CENTRO DE PEDIDO: FARMACIA - INS. HEMODIÁLISIS","INSUMOS HEMODIÁLISIS PARA TRES MESES","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",1700000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","22-06-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS SETECIENTOS ($  700.-)","1586/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121056&contar=1&solodocs=1","CONCLUIDA","21-08-2018 16:27 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","15",2018,"ADQUISICIÓN DE INSTRUMENTAL ODONOLOGICO.","ADQUISICIÓN DE INSTRUMENTAL ODONOLOGICO CON DESTINO A DIVERSOS EFECTORES DE LA PROVINCIA.","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS E INSUMOS ODONTOLOGICOS","PESOS",3980350,"MINISTERIO DE SALUD (DIR.GRAL.ADM.)","MINISTERIO DE SALUD - DIRECCIÓN PROVINCIAL DE ODONTOLOGÍA","10-08-2018 10:00 hs.","MINISTERIO DE SALUD – DPTO DE COMPRAS JUNA DE GARAY 2880 – 3000  STA FE. TEL.: (0342) 4572360/61- – INTERNOS 3121 - 3122 CORREO ELECTRÓNICO: COMPRASALUDSTAFE@SANTAFE.GOV.AR SITIO WEB: WWW.SANTAFE.GOV.AR","PESOS","$  1.600,00","00501-0162917-6","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121221&contar=1&solodocs=1","EN TRAMITE","10-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","15",2018,"ADQUISICION DE MEDICAMENTOS Y VARIOS PARA 6 MESES Y CON 6 ENTREGAS","LICITACIÓN PÚBLICA Nº 15/ 2018","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",11500000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","27-07-2018 10:00 hs.","HOSPITAL J.B. ITURRASPE - BV. PELLEGRINI 3551 1º PISO - OFICINA DE COMPRAS - SANTA FE - 3000","PESOS","$  4.600","000142/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121222&contar=1&solodocs=1","EN TRAMITE","27-07-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","15",2018,"SERVICIO DE VIGILANCIA ",,"OTROS SERVICIOS/VIGILANCIA","PESOS",4336200,"HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","15-08-2018 07:00 hs.","COMPRAS","PESOS","$ 1734,5 (PESOS MIL SETECIENTOS TREINTA Y CUATRO CON 50/100) ","00501-016002-3","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121301&contar=1&solodocs=1","EN TRAMITE","15-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","15",2018,"ADQUISICIÓN DE MEDICAMENTOS DE ALTO COSTO PARA EL SERVICIO DE FARMACIA CENTRAL.","ADQUISICIÓN DE MEDICAMENTOS DE ALTO COSTO PARA EL SERVICIO DE FARMACIA CENTRAL.","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS","1746895,49","HOSPITAL DR. JOSE MARÍA CULLEN","HOSPITAL DR. JOSE MARÍA CULLEN","12-09-2018 10:00 hs.","DIVISIÓN COMPRAS HOSPITAL DR. JOSÉ MARÍA CULLEN - AV. FREYRE Nº 2150, 1º PISO - CP 3000 - SANTA FE ","PESOS","$    699.-","3401/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121390&contar=1&solodocs=1","PARA APERTURA","27-08-2018 12:17 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","15",2018,"OBRA DE AMPLIACION Y REFACCION EDILICIA DEL CENTRO DE SALUD N°10 – BARRIO 2 DE ABRIL ","VISITA OBLIGATORIA PREVIA: 18/09/18 A LAS 10 HS CENTRO DE SALUD N°10 – BARRIO 2 DE ABRIL - J.CORTAZAR ESQ.M.CETTA -  RAFAELA – SANTA FE ","CONSTRUCCIONES/OBRAS","PESOS","2798081,78","HOSPITAL SAMCO DR. JAIME FERRÉ","HOSPITAL SAMCO DR. JAIME FERRÉ","26-09-2018 10:00 hs.","AULA MAGNA S.A.M.CO RAFAELA ""DR. J.- FERRE"" - LISANDRO DE LA TORRE 737 - 2º PISO - RAFAELA","PESOS","$   1.200",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121413&contar=1&solodocs=1","PARA APERTURA","03-09-2018 11:17 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","15",2018,"CONTRATAR EL SERVICIO DE ESTERILIZACION, ENVASADO DE ELEMENTOS Y ALQUILER DE ROPA DE CIRUGIA PARA UN PERIODO DE 12 (DOCE) MESES",,"OTROS SERVICIOS/SERVICIOS VARIOS","PESOS",12000000,"HOSPITAL PROVINCIAL DE ROSARIO","HOSPITAL PROVINCIAL DE ROSARIO","21-09-2018 10:00 hs.","HOSPITAL PROVINCIAL DE ROSARIO - OFICINA DE COMPRAS","PESOS","$ 4800.- SON PESOS: CUATRO MIL OCHOCIENTOS ","2009/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121440&contar=1&solodocs=1","PARA APERTURA","10-09-2018 09:31 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","15",2018,"CTRO DE PEDIDO: FARMACIA - BEVACIZUMAB","BEVACIZUMAB 400 Y 100 MG","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",300000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","26-01-2018 10:30 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS CIENTO VEINTE CON 00/100 ($ 120.-)","257/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120649&contar=1&solodocs=1","CONCLUIDA","22-08-2018 17:56 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","15",2018,"CONTRATACION DE UN SERVICIO DE MANO DE OBRA Y PROVISION DE MATERIALES PARA LA COLOCACION DE REVESTIMIENTO DE GOMA EN LAS ESCALERAS DEL EDIFICIO DEL CENTRO CIVICO GUBERNAMENTAL CON DESTINO A LA DIRECCION GENERAL DE DESPACHO Y SERVICIO INTERMINISTERIAL DEL MINISTERIO DE ECONOMIA","CONTRATACION MANO DE OBRA Y MATERIALES P/ REVESTIMIENTO","SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/SERVICIO DE MANTENIMIENTO Y REP. EDIFICIOS","PESOS",275000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES|  MINISTERIO DE ECONOMÍA (DIR. GRAL ADM)","28-02-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 110","00301-0069131-4","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120728&contar=1&solodocs=1","CONCLUIDA","05-04-2018 00:00 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","15",2018,"""CONTRATACION DE MODULOS DE CIRUGIA CARDIVASCULAR""","""CONTRATACION DE MODULOS DE CIRUGIA CARDIVASCULAR""","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, INSTRUMENTAL E INSUMOS MEDICOS|  SERVICIOS TECNICOS Y PROFESIONALES/SERVICIOS MEDICOS","PESOS",490000,"HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","27-03-2018 10:00 hs.","OFICINA DE LICITACIONES - HOSPITAL DE NIÑOS DR. O. ALASSIA","PESOS","$  200,00 (SON PESOS DOSCIENTOS CON 00/00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120784&contar=1&solodocs=1","CONCLUIDA","16-04-2018 09:40 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","15",2018,"ADQUISICION DE LECHES","ADQUISICION DE LECHES","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",375000,"HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","28-03-2018 10:00 hs.","OFICINA DE COMPRAS SANTA FE 1311","PESOS","$ 150",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120826&contar=1&solodocs=1","CONCLUIDA","23-04-2018 09:29 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","15",2018,"COMODATO EQUIPO CENTRIFUGA PARA DOS MICROPLACAS, AGITADOR ULTRASONICO PARA MICROPLACA, MICROPIPETA DE MICROPLACAS PARA DETERMINACION DE GRUPO ABO - RH POR METODO DE MICROPLACA CON LOS INSUMOS CORRESPONDIENTES PARA 6 (SEIS) MESES Y CON 6 ( SEIS ) ENTREGAS, CON OPCION A RENOVAR POR UN MISMO PERIODO""  ",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPO PARA HEMOTERAPIA","PESOS",450000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","22-05-2018 11:00 hs.","HOSPITAL J. B. ITURRASPE - BV PELLEGRINI 3551 - 1° PISO, OFICINA DE COMPRAS Y SUMINISTROS","PESOS","$ 260",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120972&contar=1&solodocs=1","EN TRAMITE","22-05-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","15",2018,"ADQUIRIR INSUMOS CON DESTINO AL SERVICIO DE ESTERILIZACION, PARA UN PERIODO DE TRES MESES",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/MATERIAL DESCARTABLE","PESOS",300000,"HOSPITAL PROVINCIAL DE ROSARIO","HOSPITAL PROVINCIAL DE ROSARIO","21-05-2018 10:00 hs.","OFICINA DE COMPRAS DEL HOSPITAL PROVINCIAL DE ROSARIO","PESOS","$  120.- (PESOS CIENTO VEINTE)","1006/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121007&contar=1&solodocs=1","CONCLUIDA","16-07-2018 10:03 hs."
