Marca temporal;Género;Indicá cuál;Edad;Ocupación principal;Indicá cuál;En el último año, tu nivel de uso:;¿Cómo evalúas el estado y mantenimiento de las bicicletas simples? ;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es regular;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es malo;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es muy malo;¿Cómo evalúas la comodidad de las bicicletas simples? ;Indicá las razones por las que considerás que la comodidad de las bicicletas es regular;Indicá las razones por las que considerás que la comodidad de las bicicletas es mala;Indicá las razones por las que considerás que la comodidad de las bicicletas es muy mala;¿Cómo evalúas el funcionamiento general de las estaciones?;Indicá las razones por las que considerás que el funcionamiento de las estaciones es regular;Indicá las razones por las que considerás que el funcionamiento de las estaciones es malo;Indicá las razones por las que considerás que el funcionamiento de las estaciones es muy malo;¿Cómo evalúas las instrucciones para el uso del sistema disponibles en cada estación?;¿En general, cómo evalúas los canales de comunicación disponibles para los usuarios del Sistema de Bicis? ;¿Has utilizado la APP (aplicación gratuita) de Mi Bici Tu Bici? ;La aplicación te ha resultado:;¿Consultas la página web de Mi Bici Tu Bici a la hora de utilizar el sistema?;De bicicletas al momento de su uso;De lugar al momento de devolver la bicicleta ;¿Qué factores te motivan a usar el Sistema de Bicis?;¿Cuál es la actividad principal que motiva tus viajes en el sistema? ;¿Cuál era el principal modo de transporte que utilizabas antes para realizar los viajes que hacés ahora en bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;En una escala de 0 a 10 ¿Cómo valorás el grado de utilidad que tiene para vos el servicio de bicicletas públicas?;En una escala de 0 a 10 ¿Cuál es tu nivel de satisfacción general en relación al servicio?;¿Cuál es la razón principal por la que disminuiste la frecuencia de uso de las bicis públicas o dejaste de usarlas? ;Elija la razón principal a la que atribuye las deficiencias del sistema;¿En qué modo de transporte realizás ahora los viajes que antes hacías con la bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;¿Te gustaría volver a utilizar el sistema con la frecuencia que lo hacías antes?
8/7/2018 11:31:41;Masculino;;18;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo;La uso para todas mis actividades;Colectivo;Sí;No;8;7;;;;;;
8/7/2018 11:32:04;Femenino;;23;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Ninguno en particular (uso distintos modos);Sí;Sí;Sí
8/7/2018 11:32:09;Masculino;;55;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Regulares;Buenos;No;;Sí;Suficiente;Suficiente;Otro;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);Sí;No;7;7;;;;;;
8/7/2018 11:33:16;Femenino;;39;Desocupado;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Cuido mi salud;Actividades sociales;Colectivo;Sí;No;8;8;;;;;;
8/7/2018 11:33:32;Masculino;;35;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Colectivo;Sí;Sí;Sí
8/7/2018 11:33:39;Masculino;;40;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;Sí;No sabe/ No contesta
8/7/2018 11:33:45;Masculino;;44;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Mal estado de las bicicletas;Bici propia;No;Sí;Sí
8/7/2018 11:33:48;Femenino;;31;Trabajador en relación de dependencia;;Ha sido constante;Regular;Problemas para regular el asiento, No funciona el timbre, Hace ruido al andar;;;Regular;Bici muy pesada;;;Regular;Problemas para liberar la bici;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero;Ir/volver al trabajo;Moto/ Ciclomotor;No;No;6;6;;;;;;
8/7/2018 11:34:08;Masculino;;29;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/volver al trabajo;Colectivo;Sí;No;9;8;;;;;;
8/7/2018 11:34:12;Femenino;;40;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Colectivo;No;No;Sí
8/7/2018 11:34:14;Masculino;;23;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Otro;Colectivo;No;No;Sí
8/7/2018 11:34:26;Masculino;;17;Estudiante;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;Colectivo;Sí;Sí;10;9;;;;;;
8/7/2018 11:35:15;Femenino;;41;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Mal estado de las bicicletas;Colectivo;Sí;No;Sí
8/7/2018 11:35:47;Masculino;;32;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Otro;Auto como conductor;No;No;Sí
8/7/2018 11:35:48;Masculino;;48;Trabajador independiente;;Ha sido constante;Regular;Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces;;;Regular;Se debe pedalear mucho para avanzar, Bici muy pesada;;;Regular;Problemas al leer la tarjeta, Problemas para liberar la bici;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Protección del ambiente, Comodidad;Ir/volver al trabajo;Colectivo;No;No;7;7;;;;;;
8/7/2018 11:35:49;Femenino;;67;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;Colectivo;No;No;9;8;;;;;;
8/7/2018 11:36:03;Femenino;;32;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente;Actividades sociales;Colectivo;No;No;10;9;;;;;;
8/7/2018 11:36:25;Femenino;;42;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;A pie;No;Sí;Sí
8/7/2018 11:36:42;Masculino;;29;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Insuficiente;Insuficiente;Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;Ninguno en particular (usaba distintos modos);No;No;5;4;;;;;;
8/7/2018 11:37:18;Femenino;;75;Jubilado/ Pensionado;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;No;;Sí;Suficiente;Suficiente;Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;10;10;;;;;;
8/7/2018 11:37:42;Masculino;;12;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;Sí;Suficiente;Suficiente;Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;Sí;10;8;;;;;;
8/7/2018 11:37:50;Femenino;;20;Trabajador en relación de dependencia;;Ha aumentado;Muy bueno;;;;Regular;Bici muy pesada, Tipo de asiento;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;Ir/volver al trabajo;Colectivo;Sí;Sí;10;7;;;;;;
8/7/2018 11:37:56;Masculino;;37;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero;Ir/volver al trabajo;Taxi/ Remís;Sí;No;10;8;;;;;;
8/7/2018 11:38:20;Masculino;;24;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Regular;Otro;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de dinero, Otro;La uso para todas mis actividades;Ninguno en particular (usaba distintos modos);Sí;No;8;6;;;;;;
8/7/2018 11:38:27;Femenino;;42;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Regular;Falta de limpieza, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;8;7;;;;;;
8/29/2018 9:28:04;Femenino;;22;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Regular;Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Insuficiente;Cuido mi salud;Actividades sociales;Colectivo;Sí;Sí;8;8;;;;;;
8/7/2018 11:38:44;Masculino;;39;Trabajador independiente;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Problemas para liberar la bici;;;Muy buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Comodidad;Otro;Auto como conductor;No;No;7;7;;;;;;
8/7/2018 11:40:08;Masculino;;20;Estudiante;;Ha sido constante;Bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud;Ir/ volver de mi lugar de estudio;Ninguno en particular (usaba distintos modos);No;No;8;8;;;;;;
8/7/2018 11:40:14;Masculino;;24;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de dinero;Ir/volver al trabajo;Colectivo;Sí;Sí;10;9;;;;;;
8/7/2018 11:40:28;Masculino;;27;Estudiante;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/ volver de mi lugar de estudio;Colectivo;Sí;Sí;10;10;;;;;;
8/7/2018 11:40:48;Masculino;;29;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/ volver de mi lugar de estudio;A pie;No;No;9;8;;;;;;
8/7/2018 11:41:01;Masculino;;23;Estudiante;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;La uso para todas mis actividades;Colectivo;Sí;No;8;8;;;;;;
8/7/2018 11:41:04;Femenino;;24;Estudiante;;Ha sido constante;Bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Otro;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);Sí;Sí;5;8;;;;;;
8/7/2018 11:41:16;Femenino;;46;Jubilado/ Pensionado;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;No sabe/No contesta;No sabe/No contesta;Comodidad;Actividades sociales;Colectivo;No;No;7;8;;;;;;
8/7/2018 11:41:27;Femenino;;24;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;No;Sí;Sí
8/7/2018 11:42:02;Femenino;;32;Desocupado;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Ninguno en particular (uso distintos modos);No;Sí;No sabe/ No contesta
8/7/2018 11:42:58;Femenino;;20;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Regular;Diseño general deficiente;;;Muy bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero;Uso recreativo/ deportivo (sin destino específico);A pie;No;No;7;10;;;;;;
8/7/2018 11:42:58;Masculino;;32;Trabajador independiente;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;A pie;No;No;Sí
8/7/2018 11:43:20;Femenino;;28;Desocupado;;Me inscribí recientemente (en los últimos 6 meses);Malo;;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados, No funciona el timbre, Hace ruido al andar, Otro;;Regular;Se debe pedalear mucho para avanzar, Bici muy pesada;;;Bueno;;;;Buenas;Muy buenos;No;;Sí;No sabe/No contesta;Suficiente;Ahorro de dinero, Comodidad;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;Sí;8;3;;;;;;
8/7/2018 11:43:38;Femenino;;22;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Falta de bicis disponibles o espacios para devolución, Otro;;;Buenas;Buenos;No;;Sí;No sabe/No contesta;No sabe/No contesta;Ahorro de dinero, Cuido mi salud;Otro;Ninguno en particular (usaba distintos modos);No;Sí;5;7;;;;;;
8/7/2018 11:43:57;Masculino;;40;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Bici propia;Sí;No;Sí
8/7/2018 11:44:21;Masculino;;16;Estudiante;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente;La uso para todas mis actividades;Colectivo;No;Sí;8;8;;;;;;
8/7/2018 11:45:26;Masculino;;27;Estudiante;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici, Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Buenos;Sí;Poco útil;No;Suficiente;Insuficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;La uso para todas mis actividades;Ninguno en particular (usaba distintos modos);Sí;Sí;9;7;;;;;;
8/7/2018 11:45:54;Masculino;;37;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Auto como conductor;Sí;No;Sí
8/7/2018 11:45:57;Masculino;;29;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;No;No sabe/No contesta;No sabe/No contesta;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Otro;Ir/volver al trabajo;Colectivo;Sí;No;7;7;;;;;;
8/7/2018 11:46:15;Masculino;;23;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Malo;;Problemas para regular el asiento, Otro;;Mala;;Tipo de asiento;;Bueno;;;;Buenas;Malos;Sí;Algo útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir a lugar de esparcimiento;Bici propia;No;No;6;6;;;;;;
8/7/2018 11:46:15;Masculino;;40;Trabajador en relación de dependencia;;Ha aumentado;Regular;Falta de limpieza, Neumáticos desinflados, Problemas para regular el asiento, No funciona el timbre, Otro;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para visualizar la pantalla, Problemas para liberar la bici, Problemas al anclar la bici, Anclajes rotos, Falta de bicis disponibles o espacios para devolución, Otro;;;Buenas;Malos;Sí;Algo útil;No;Insuficiente;Insuficiente;Protección del ambiente, Otro;Ir/volver al trabajo;Colectivo;Sí;No;7;6;;;;;;
8/7/2018 11:47:05;Femenino;;47;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente;Actividades sociales;Auto como conductor;No;Sí;8;8;;;;;;
8/7/2018 11:47:13;Femenino;;42;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Algo útil;Sí;Suficiente;Suficiente;Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);Otro;No;No;7;9;;;;;;
8/7/2018 11:47:28;Femenino;;42;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Otro;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;Sí;8;9;;;;;;
8/7/2018 11:47:47;Femenino;;34;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Colectivo;No;No;Sí
8/7/2018 11:47:57;Femenino;;22;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;No;;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente;Ir/volver al trabajo;Colectivo;No;No;8;8;;;;;;
8/7/2018 11:48:17;Femenino;;35;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Otro;Ir/volver al trabajo;Auto como conductor;Sí;No;8;8;;;;;;
8/7/2018 11:48:52;Femenino;;35;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Regular;Neumáticos desinflados, Problemas para regular el asiento, Hace ruido al andar, Otro;;;Buena;;;;Regular;Problemas al leer la tarjeta, Problemas para liberar la bici;;;Buenas;Buenos;Sí;Algo útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Otro;Auto como conductor;No;No;8;6;;;;;;
8/7/2018 11:49:08;Masculino;;28;Trabajador independiente;;Ha aumentado;Regular;Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, No funciona el timbre;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;La uso para todas mis actividades;Colectivo;No;No;9;8;;;;;;
8/7/2018 11:49:18;Femenino;;31;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Comodidad;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;7;7;;;;;;
8/7/2018 11:49:55;Masculino;;40;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Estaciones frecuentemente fuera de servicio;Colectivo;No;No;Sí
8/7/2018 11:49:59;Femenino;;50;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para visualizar la pantalla;;;Regulares;Regulares;Sí;Algo útil;No;Suficiente;Suficiente;Otro;Uso recreativo/ deportivo (sin destino específico);Colectivo;Sí;No;9;7;;;;;;
8/7/2018 11:50:08;Femenino;;43;Trabajador en relación de dependencia;;Ha aumentado;Regular;Neumáticos desinflados, Problemas para regular el asiento;;;Regular;Bici muy pesada, Tipo de asiento;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Cuido mi salud;Ir/volver al trabajo;Colectivo;Sí;No;10;6;;;;;;
8/7/2018 11:50:11;Femenino;;50;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo;Ir/volver al trabajo;Colectivo;Sí;Sí;7;7;;;;;;
8/7/2018 11:50:13;Masculino;;50;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Regulares;Buenos;No;;Sí;Suficiente;Insuficiente;Ahorro de tiempo;Ir/volver al trabajo;Colectivo;No;No;8;8;;;;;;
8/7/2018 11:50:34;Masculino;;46;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/volver al trabajo;Colectivo;No;No;8;8;;;;;;
8/7/2018 11:50:35;Femenino;;21;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Falta de disponibilidad de bicicletas o espacios para devolución;Ninguno en particular (uso distintos modos);No;No;Sí
8/7/2018 11:51:18;Femenino;;31;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;A pie;Sí;No;No sabe/ No contesta
8/7/2018 11:51:19;Masculino;;51;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Otro;Auto como conductor;No;No;Sí
9/1/2018 13:36:01;Masculino;;24;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Regular;Mal funcionamiento mecánico, Falta de limpieza, Neumáticos desinflados;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici, Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Comodidad, Otro;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);Sí;No;7;7;;;;;;
8/7/2018 11:52:55;Femenino;;30;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Regular;Neumáticos desinflados, Ausencia o mal funcionamiento de luces, Otro;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Otro;Ir/volver al trabajo;Colectivo;No;No;8;8;;;;;;
8/7/2018 11:53:32;Femenino;;26;Estudiante;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud;Ir/volver al trabajo;Bici propia;Sí;No;9;9;;;;;;
8/7/2018 11:53:36;Masculino;;44;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;No;;Sí;Suficiente;Suficiente;Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);Auto como conductor;No;No;8;7;;;;;;
8/7/2018 11:53:38;Femenino;;18;Estudiante;;Ha aumentado;Regular;Problemas para regular el asiento, No funciona el timbre;;;Buena;;;;Regular;Problemas para liberar la bici;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero;Ir/ volver de mi lugar de estudio;Colectivo;Sí;No;8;7;;;;;;
8/7/2018 11:53:49;Masculino;;56;Desocupado;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud, Comodidad;La uso para todas mis actividades;Taxi/ Remís;No;No;8;9;;;;;;
8/7/2018 11:53:50;Masculino;;26;Trabajador independiente;;Ha sido constante;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo;La uso para todas mis actividades;Colectivo;No;No;7;8;;;;;;
8/7/2018 11:53:56;Masculino;;29;Trabajador independiente;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Protección del ambiente, Comodidad;Actividades sociales;Bici propia;No;No;7;7;;;;;;
8/7/2018 11:55:15;Femenino;;41;Trabajador independiente;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Otro;Colectivo;No;No;Sí
8/7/2018 11:55:27;Masculino;;20;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Regular;Otro;;;Regular;Otro;;;Regular;Otro;;;Muy buenas;Buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Comodidad;La uso para todas mis actividades;Ninguno en particular (usaba distintos modos);Sí;No;9;8;;;;;;
8/7/2018 11:55:34;Femenino;;43;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Buenos;No;;Sí;Suficiente;Suficiente;Ahorro de dinero;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;6;6;;;;;;
8/7/2018 11:55:34;Masculino;;28;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Regulares;No;;Sí;No sabe/No contesta;No sabe/No contesta;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente, Comodidad;Actividades sociales;Ninguno en particular (usaba distintos modos);No;No;9;8;;;;;;
8/7/2018 11:56:19;Femenino;;27;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Buenos;No;;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;8;9;;;;;;
